unitdid,opeid,Graduation_Rate,GR_Group_Low,GR_Group_LowToMedium,GR_Group_MediumToHigh,GR_Group_High,School_CDR,National_Average_CDR,Median_Total_Borrowing,Median_Monthly_Payment,Institution_Group
141468,00723401,53.8,0,17.7,32.2,100,12.7,13.4,11995,138.04,2
141486,00160500,37.7,0,37.3,56.7,100,9.8,13.4,18000,207.14,1
141565,00161100,36.3,0,37.3,56.7,100,9.3,13.4,13477,155.09,1
141574,00161000,54.8,0,37.3,56.7,100,4.4,13.4,15500,178.37,1
141608,02139500,73.3,0,62.5,77.6,100,18.1,13.4,6085,70.03,5
141644,00727900,38.6,0,37.3,56.7,100,5.3,13.4,20391,234.66,1
141680,00161200,12.9,0,17.7,32.2,100,10.5,13.4,4225,48.62,2
141796,00161300,20.1,0,17.7,32.2,100,14.1,13.4,6739,77.55,2
141802,00161400,15.6,0,17.7,32.2,100,15.6,13.4,5342,61.48,2
141811,00454900,14,0,17.7,32.2,100,18.6,13.4,4000,46.03,2
141839,00161500,12.6,0,17.7,32.2,100,24.3,13.4,8945,102.94,2
141848,02100300,66.2,0,62.5,77.6,100,16.9,13.4,8309,95.62,5
141936,03072500,-3,0,0,0,0,9,13.4,,,4
141945,03017800,88.5,0,62.5,77.6,100,26.4,13.4,7056,81.2,5
141981,02107800,-2,0,37.3,56.7,100,13.6,13.4,11090,127.62,1
141990,01122000,10,0,17.7,32.2,100,16.7,13.4,5652,65.04,2
142054,02218000,-2,0,24.1,50.1,100,14.4,13.4,11351,130.63,3
142090,02234500,30.3,0,37.3,56.7,100,8,13.4,10250,117.96,1
142115,00161600,29.2,0,37.3,56.7,100,7.8,13.4,14900,171.47,1
142179,01113300,56.8,0,24.1,50.1,100,10.2,13.4,5737,66.02,3
142276,00162000,26,0,37.3,56.7,100,8.3,13.4,16000,184.13,1
142285,00162600,50.9,0,37.3,56.7,100,5.1,13.4,19607,225.64,1
142294,00161700,63.4,0,37.3,56.7,100,3.2,13.4,17259,198.62,1
142328,00162100,28,0,37.3,56.7,100,14,13.4,11000,126.59,1
142337,00732915,28.6,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
142407,00987300,58.8,0,62.5,77.6,100,23.5,13.4,8000,92.06,5
142416,02275800,87.5,0,62.5,77.6,100,18.1,13.4,12066,138.86,5
142443,00162300,21.7,0,17.7,32.2,100,19.6,13.4,8125,93.5,2
142461,00162400,51.8,0,37.3,56.7,100,6.1,13.4,18796,216.3,1
142489,02314000,70,0,62.5,77.6,100,10.3,13.4,12000,138.1,5
142522,00162500,52.5,0,37.3,56.7,100,2.4,13.4,9588,110.34,1
142559,00161900,17.4,0,17.7,32.2,100,17.5,13.4,6358,73.17,2
142832,02068100,-3,0,0,0,0,2.8,13.4,,,4
142869,00832800,90.5,0,62.5,77.6,100,10.2,13.4,5445,62.66,5
142878,02349400,94.7,0,62.5,77.6,100,7.1,13.4,4612,53.08,5
142887,00162800,44.3,0,37.3,56.7,100,14.8,13.4,22441,258.25,1
143048,00175300,60.5,0,37.3,56.7,100,9.5,13.4,23600,271.59,1
143075,02337800,-2,0,24.1,50.1,100,,13.4,9500,109.33,3
143084,00163300,75.6,0,37.3,56.7,100,3.9,13.4,25000,287.7,1
143118,00163400,44.1,0,37.3,56.7,100,7.4,13.4,16500,189.88,1
143181,02317302,55.9,0,62.5,77.6,100,34.2,13.4,7500,86.31,5
143215,00163600,22.6,0,24.1,50.1,100,24.6,13.4,3334,38.37,3
143233,00163700,-3,0,0,0,0,0,13.4,,,4
143279,00163800,22.8,0,17.7,32.2,100,21.9,13.4,3500,40.28,2
143288,00163900,48.1,0,37.3,56.7,100,11.3,13.4,11523,132.61,1
143297,00621403,-2,0,37.3,56.7,100,4.2,13.4,13500,155.36,1
143303,00621402,-2,0,62.5,77.6,100,4.2,13.4,13500,155.36,5
143358,00164100,75.2,0,37.3,56.7,100,2.8,13.4,23000,264.68,1
143376,03065300,75.3,0,62.5,77.6,100,5.3,13.4,9500,109.33,5
143464,03078400,64.8,0,62.5,77.6,100,8.9,13.4,8442,97.15,5
143473,02202600,100,0,62.5,77.6,100,0,13.4,,,5
143482,00959500,77.8,0,62.5,77.6,100,14.7,13.4,2625,30.21,5
143491,02349500,75,0,62.5,77.6,100,0,13.4,,,5
143516,02295500,90.9,0,62.5,77.6,100,0,13.4,3500,40.28,5
143534,01308700,36.1,0,62.5,77.6,100,10.5,13.4,9500,109.33,5
143543,02599500,50,0,62.5,77.6,100,7.9,13.4,11216,129.07,5
143552,01308800,71.1,0,62.5,77.6,100,2.3,13.4,11298,130.02,5
143613,00726500,14.6,0,17.7,32.2,100,12.3,13.4,4000,46.03,2
143659,00923200,-3,0,0,0,0,8.3,13.4,,,4
143695,02312300,74.2,0,62.5,77.6,100,0,13.4,9666,111.24,5
143853,00165700,-2,0,0,0,0,0,13.4,,,4
143978,02155300,-3,0,0,0,0,2.9,13.4,,,4
144005,00169400,21,0,37.3,56.7,100,15.2,13.4,18750,215.78,1
144014,00166100,-3,0,0,0,0,13,13.4,,,4
144050,00177400,91.9,0,37.3,56.7,100,2.3,13.4,19180,220.72,1
144157,00165400,20.2,0,24.1,50.1,100,20.1,13.4,4750,54.66,3
144166,00165000,9.8,0,24.1,50.1,100,29.1,13.4,3500,40.28,3
144175,00976700,6.8,0,24.1,50.1,100,0,13.4,4750,54.66,3
144184,00164800,8.3,0,24.1,50.1,100,0,13.4,3900,44.88,3
144193,00164900,8,0,24.1,50.1,100,16,13.4,3500,40.28,3
144209,00165200,6.2,0,24.1,50.1,100,20.8,13.4,3750,43.16,3
144218,00165500,11.5,0,24.1,50.1,100,0,13.4,3250,37.4,3
144281,00166500,41,0,37.3,56.7,100,11.4,13.4,26250,302.09,1
144351,00166600,59.6,0,37.3,56.7,100,3.9,13.4,12168,140.03,1
144467,02352200,59.1,0,17.7,32.2,100,28.3,13.4,12544,144.36,2
144485,00754900,-2,0,24.1,50.1,100,32.4,13.4,9499,109.31,3
144564,00166900,25.7,0,24.1,50.1,100,17.1,13.4,3500,40.28,3
144573,02317300,53.8,0,62.5,77.6,100,34.2,13.4,7500,86.31,5
144740,00167100,66.3,0,37.3,56.7,100,4.4,13.4,24625,283.39,1
144759,01072700,33.1,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
144795,02150600,85.7,0,62.5,77.6,100,8.8,13.4,9496,109.28,5
144865,00665600,11.1,0,17.7,32.2,100,20,13.4,6500,74.8,2
144883,02168600,7.7,0,37.3,56.7,100,21.8,13.4,6586,75.79,1
144892,00167400,59.3,0,37.3,56.7,100,4.8,13.4,18500,212.9,1
144944,00167500,27.4,0,24.1,50.1,100,14.6,13.4,4937,56.82,3
144962,00167600,69.7,0,37.3,56.7,100,2,13.4,20000,230.16,1
144971,00167800,65.2,0,37.3,56.7,100,10,13.4,20000,230.16,1
145099,02584900,89.4,0,62.5,77.6,100,6.8,13.4,8800,101.27,5
145239,02522800,77.3,0,17.7,32.2,100,8.5,13.4,12116,139.43,2
145275,00168200,-3,0,0,0,0,15,13.4,,,4
145309,00456000,55.2,0,62.5,77.6,100,14.8,13.4,8900,102.42,5
145336,00914500,-2,0,37.3,56.7,100,3.9,13.4,13750,158.24,1
145354,00893800,-2,0,62.5,77.6,100,5,13.4,10500,120.83,5
145372,00168400,51.6,0,37.3,56.7,100,7.8,13.4,18750,215.78,1
145406,02261200,79.1,0,62.5,77.6,100,11.1,13.4,6650,76.53,5
145424,02332200,55.6,0,62.5,77.6,100,4.2,13.4,9827,113.09,5
145433,02262100,47.6,0,62.5,77.6,100,3.2,13.4,9500,109.33,5
145460,02055200,41,0,37.3,56.7,100,12.2,13.4,19500,224.41,1
145497,00168500,5.7,0,37.3,56.7,100,4.3,13.4,5500,63.29,1
145521,00168100,34.3,0,17.7,32.2,100,24.8,13.4,5500,63.29,2
145558,00165900,-2,0,37.3,56.7,100,0.4,13.4,,,1
145600,00177600,54.5,0,37.3,56.7,100,4.2,13.4,17000,195.64,1
145619,00176700,49.4,0,37.3,56.7,100,7.4,13.4,19414,223.42,1
145628,00168900,-2,0,0,0,0,0,13.4,12500,143.85,4
145637,00177500,82.5,0,37.3,56.7,100,2.5,13.4,22125,254.62,1
145646,00169600,82.5,0,37.3,56.7,100,2.5,13.4,23000,264.68,1
145682,00675300,25.5,0,17.7,32.2,100,24.7,13.4,4399,50.62,2
145691,00168800,56.6,0,37.3,56.7,100,5.9,13.4,23000,264.68,1
145707,00174200,46.3,0,17.7,32.2,100,24.4,13.4,3500,40.28,2
145725,00169100,63.6,0,37.3,56.7,100,4.6,13.4,22444,258.29,1
145770,02179936,-2,0,37.3,56.7,100,13.4,13.4,9220,106.1,1
145813,00169200,71,0,37.3,56.7,100,3,13.4,18750,215.78,1
145831,00170500,31.3,0,24.1,50.1,100,13.2,13.4,5500,63.29,3
145886,02573700,-3,0,0,0,0,0,13.4,,,4
146010,02160300,18.1,0,37.3,56.7,100,28.6,13.4,21000,241.67,1
146205,00807600,24,0,24.1,50.1,100,25.9,13.4,3500,40.28,3
146241,00169800,-3,0,0,0,0,5.1,13.4,,,4
146278,01281300,33.8,0,17.7,32.2,100,18.7,13.4,5019,57.76,2
146296,00169900,10.7,0,17.7,32.2,100,16.4,13.4,4863,55.96,2
146339,00170000,48.6,0,37.3,56.7,100,5.4,13.4,20000,230.16,1
146348,00769000,16.9,0,17.7,32.2,100,13.1,13.4,5000,57.54,2
146366,00170100,42.1,0,24.1,50.1,100,0,13.4,4913,56.54,3
146384,02075400,-3,0,0,0,0,7.1,13.4,4625,53.22,4
146393,00170300,34.1,0,37.3,56.7,100,11.4,13.4,14792,170.23,1
146418,00768400,24.3,0,17.7,32.2,100,21.3,13.4,5125,58.98,2
146427,00170400,78.5,0,37.3,56.7,100,3.5,13.4,24000,276.19,1
146454,00947500,63.3,0,62.5,77.6,100,2.5,13.4,12500,143.85,5
146472,00769400,14.7,0,17.7,32.2,100,16,13.4,3784,43.55,2
146481,00170600,68.2,0,37.3,56.7,100,6.7,13.4,23000,264.68,1
146490,02319200,-3,0,0,0,0,5.9,13.4,,,4
146506,00764400,25.3,0,24.1,50.1,100,20,13.4,3500,40.28,3
146533,01050100,-2,0,37.3,56.7,100,7.7,13.4,20000,230.16,1
146603,01002000,19.2,0,17.7,32.2,100,14.3,13.4,3581,41.21,2
146612,00170700,62.5,0,37.3,56.7,100,7.3,13.4,21000,241.67,1
146621,02527600,0,0,37.3,56.7,100,23,13.4,9500,109.33,1
146667,00170800,41.9,0,37.3,56.7,100,7.6,13.4,19500,224.41,1
146676,00170900,41,0,17.7,32.2,100,18.6,13.4,10250,117.96,2
146685,00717000,20,0,24.1,50.1,100,19,13.4,5290,60.88,3
146700,01031600,-2,0,24.1,50.1,100,38.2,13.4,,,3
146719,00171000,69.6,0,37.3,56.7,100,5.7,13.4,24000,276.19,1
146728,00171200,-3,0,0,0,0,6.9,13.4,,,4
146755,00622500,66.7,0,17.7,32.2,100,4.4,13.4,16000,184.13,2
146791,02332839,89.2,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
146807,02228100,89.5,0,62.5,77.6,100,14.8,13.4,7036,80.97,5
146816,00171600,3.7,0,17.7,32.2,100,28.5,13.4,17750,204.27,2
146825,00171700,36.5,0,37.3,56.7,100,16.4,13.4,18412,211.89,1
146977,00172100,-3,0,0,0,0,22.7,13.4,,,4
147004,00769100,26.5,0,24.1,50.1,100,21.9,13.4,4500,51.79,3
147013,00172200,53.8,0,37.3,56.7,100,8.9,13.4,16077,185.01,1
147031,00172300,-3,0,0,0,0,0,13.4,,,4
147129,00622800,-2,0,37.3,56.7,100,13.3,13.4,25000,287.7,1
147165,00456800,23.5,0,17.7,32.2,100,19.5,13.4,24001,276.2,2
147244,00172400,64.7,0,37.3,56.7,100,8.5,13.4,20000,230.16,1
147341,00172500,56.9,0,37.3,56.7,100,11.7,13.4,21750,250.3,1
147369,00172700,67.2,0,37.3,56.7,100,0,13.4,,,1
147378,00769200,15.9,0,17.7,32.2,100,14.7,13.4,5500,63.29,2
147396,00888000,75.5,0,17.7,32.2,100,28.1,13.4,15000,172.62,2
147411,00172800,20.2,0,17.7,32.2,100,43.2,13.4,6187,71.2,2
147439,02192400,59.3,0,62.5,77.6,100,6,13.4,13307,153.14,5
147536,00173300,25.9,0,37.3,56.7,100,6.9,13.4,16666,191.79,1
147590,00173200,-2,0,37.3,56.7,100,5.5,13.4,8875,102.13,1
147642,02556600,61.9,0,62.5,77.6,100,11.1,13.4,6300,72.5,5
147660,00173400,63.7,0,37.3,56.7,100,5.5,13.4,20000,230.16,1
147679,00173500,52,0,37.3,56.7,100,10,13.4,20500,235.91,1
147697,00173600,-3,0,0,0,0,0,13.4,,,4
147703,00173700,55.5,0,37.3,56.7,100,7.4,13.4,17325,199.38,1
147749,01236200,22.5,0,17.7,32.2,100,20.6,13.4,12667,145.77,2
147767,00173900,93.6,0,37.3,56.7,100,1.8,13.4,16979,195.39,1
147776,00169300,23.1,0,37.3,56.7,100,10.1,13.4,11000,126.59,1
147800,00989600,13.2,0,24.1,50.1,100,16,13.4,3500,40.28,3
147819,02297500,62.2,0,62.5,77.6,100,7.4,13.4,8500,97.82,5
147828,00174100,55.8,0,37.3,56.7,100,4,13.4,19602,225.58,1
147916,00711800,19.6,0,17.7,32.2,100,18.1,13.4,5250,60.42,2
147970,01083600,60,0,62.5,77.6,100,13.4,13.4,12285,141.38,5
148007,00164000,11.2,0,24.1,50.1,100,20.5,13.4,6750,77.68,3
148098,02323300,74.1,0,62.5,77.6,100,33.3,13.4,8625,99.26,5
148131,00174500,50,0,37.3,56.7,100,11.1,13.4,14719,169.39,1
148140,02069300,59.7,0,24.1,50.1,100,27.4,13.4,15221,175.16,3
148177,01258400,30.8,0,37.3,56.7,100,18.7,13.4,19751,227.3,1
148256,00711900,53.7,0,17.7,32.2,100,25.9,13.4,5500,63.29,2
148292,01087900,22.5,0,24.1,50.1,100,25.9,13.4,4000,46.03,3
148335,00174600,43.7,0,17.7,32.2,100,8.3,13.4,19642,226.04,2
148380,00174700,22.8,0,17.7,32.2,100,17.7,13.4,3500,40.28,2
148399,00854500,61.1,0,17.7,32.2,100,36.8,13.4,20000,230.16,2
148405,00174800,30.6,0,37.3,56.7,100,9.8,13.4,20683,238.02,1
148487,00174900,46.5,0,37.3,56.7,100,6,13.4,18438,212.19,1
148496,00175000,62.8,0,37.3,56.7,100,5.9,13.4,18772,216.03,1
148511,00980000,-2,0,37.3,56.7,100,1.4,13.4,19258,221.62,1
148575,00624000,-2,0,37.3,56.7,100,3.8,13.4,18750,215.78,1
148584,00166400,63.2,0,37.3,56.7,100,2.8,13.4,22284,256.45,1
148593,03098000,-2,0,37.3,56.7,100,0,13.4,14285,164.39,1
148627,00176800,52.2,0,37.3,56.7,100,8.4,13.4,19257,221.61,1
148654,00933300,60.9,0,37.3,56.7,100,8.5,13.4,15466,177.98,1
148672,00175200,29.3,0,24.1,50.1,100,19.2,13.4,3500,40.28,3
148821,00769300,26.9,0,17.7,32.2,100,0,13.4,3625,41.72,2
148849,00175600,62.5,0,37.3,56.7,100,13.7,13.4,21219,244.19,1
148876,02185400,21.8,0,17.7,32.2,100,0,13.4,,,2
148885,00176500,-2,0,0,0,0,25,13.4,,,4
148937,00175700,35.9,0,17.7,32.2,100,25,13.4,2625,30.21,2
148955,03128500,63.9,0,62.5,77.6,100,29.4,13.4,1600,18.41,5
148982,00166300,-2,0,0,0,0,6.9,13.4,,,4
148991,00164300,29.8,0,17.7,32.2,100,29.6,13.4,3500,40.28,2
149019,00176100,-2,0,17.7,32.2,100,21.2,13.4,10500,120.83,2
149028,00998700,-2,0,37.3,56.7,100,0,13.4,25000,287.7,1
149204,00825900,58.8,0,62.5,77.6,100,11.7,13.4,9791,112.68,5
149222,00175800,44.5,0,37.3,56.7,100,8.1,13.4,17869,205.64,1
149231,00175900,51.9,0,37.3,56.7,100,6.6,13.4,16500,189.88,1
149310,01181000,63.9,0,17.7,32.2,100,33.5,13.4,12668,145.78,2
149329,02073200,17.6,0,37.3,56.7,100,0,13.4,,,1
149365,00176900,16.3,0,24.1,50.1,100,0,13.4,2625,30.21,3
149499,01069500,100,0,62.5,77.6,100,7.1,13.4,11725,134.93,5
149505,00177100,64.2,0,37.3,56.7,100,6.9,13.4,20832,239.74,1
149514,00177200,55.7,0,37.3,56.7,100,9.2,13.4,21750,250.3,1
149532,00177300,14.4,0,17.7,32.2,100,12.7,13.4,4750,54.66,2
149550,02124400,82,0,62.5,77.6,100,16.8,13.4,4774,54.94,5
149639,00177800,45.5,0,37.3,56.7,100,5,13.4,29500,339.49,1
149727,00693100,23.5,0,24.1,50.1,100,17.8,13.4,4500,51.79,3
149763,02214100,-2,0,37.3,56.7,100,2.9,13.4,25000,287.7,1
149772,00178000,53.4,0,37.3,56.7,100,10.7,13.4,18750,215.78,1
149781,00178100,86.7,0,37.3,56.7,100,1.7,13.4,20000,230.16,1
149842,00396100,19,0,24.1,50.1,100,18.6,13.4,6500,74.8,3
150048,00178400,10.6,0,17.7,32.2,100,15.7,13.4,11500,132.34,2
150066,00178500,63,0,37.3,56.7,100,5.4,13.4,25000,287.7,1
150075,00961200,53.8,0,62.5,77.6,100,40,13.4,,,5
150136,00178600,55.4,0,37.3,56.7,100,5.4,13.4,19148,220.36,1
150145,00178700,49.4,0,37.3,56.7,100,9.4,13.4,16942,194.97,1
150163,00178800,71.8,0,37.3,56.7,100,1.4,13.4,23250,267.56,1
150172,00183400,28.3,0,37.3,56.7,100,13.1,13.4,14474,166.57,1
150215,00178900,-3,0,0,0,0,2.3,13.4,,,4
150251,02615800,25,0,17.7,32.2,100,8,13.4,15012,172.76,2
150288,02087600,-2,0,0,0,0,2.7,13.4,,,4
150303,01150500,72,0,62.5,77.6,100,4.5,13.4,5500,63.29,5
150400,00179200,85.2,0,37.3,56.7,100,2.2,13.4,18938,217.94,1
150428,02164300,65,0,62.5,77.6,100,7.1,13.4,4625,53.22,5
150437,02158800,62.2,0,62.5,77.6,100,10,13.4,5500,63.29,5
150455,00179300,66.3,0,37.3,56.7,100,2.8,13.4,23000,264.68,1
150534,00179500,62.1,0,37.3,56.7,100,4,13.4,22846,262.91,1
150604,00179800,49.1,0,37.3,56.7,100,6.3,13.4,22485,258.76,1
150640,00420300,90,0,62.5,77.6,100,0,13.4,,,5
150668,00179900,72.7,0,37.3,56.7,100,4.9,13.4,15662,180.24,1
150677,00180000,56.3,0,37.3,56.7,100,4.2,13.4,18750,215.78,1
150695,02490800,70.2,0,62.5,77.6,100,1.9,13.4,9500,109.33,5
150710,02490500,60.5,0,62.5,77.6,100,13.8,13.4,13500,155.36,5
150756,00180100,70.9,0,37.3,56.7,100,3.7,13.4,21500,247.42,1
150765,00951500,76.6,0,62.5,77.6,100,4.7,13.4,8700,100.12,5
150774,00726300,12.7,0,37.3,56.7,100,6.9,13.4,14000,161.11,1
150853,02241700,62.8,0,62.5,77.6,100,10.3,13.4,12048,138.65,5
150941,00180300,61.7,0,37.3,56.7,100,3.5,13.4,17750,204.27,1
150978,00842300,4.9,0,17.7,32.2,100,,13.4,,,2
150987,00991700,4.1,0,17.7,32.2,100,20.2,13.4,8792,101.18,2
150996,01003800,11,0,17.7,32.2,100,,13.4,,,2
151005,00992400,5.9,0,17.7,32.2,100,,13.4,,,2
151014,01004100,15.4,0,17.7,32.2,100,,13.4,,,2
151023,01003900,10,0,24.1,50.1,100,,13.4,,,3
151032,00992600,7.5,0,17.7,32.2,100,,13.4,,,2
151041,01010900,14.8,0,17.7,32.2,100,,13.4,,,2
151050,00992500,9.9,0,17.7,32.2,100,,13.4,,,2
151069,00854700,7.1,0,17.7,32.2,100,,13.4,,,2
151078,01003700,22.4,0,17.7,32.2,100,,13.4,,,2
151087,01004000,10.8,0,17.7,32.2,100,,13.4,,,2
151096,00992300,13.7,0,17.7,32.2,100,,13.4,,,2
151102,00182800,25.6,0,37.3,56.7,100,10.1,13.4,13104,150.8,1
151111,00181300,32.7,0,37.3,56.7,100,5.5,13.4,16927,194.8,1
151157,02158407,28.2,0,17.7,32.2,100,14.1,13.4,14715,169.34,2
151166,02158400,26.4,0,17.7,32.2,100,14.1,13.4,14715,169.34,2
151193,02158401,20,0,17.7,32.2,100,14.1,13.4,14715,169.34,2
151209,02158415,34.9,0,17.7,32.2,100,14.1,13.4,14715,169.34,2
151236,02158405,46.7,0,17.7,32.2,100,14.1,13.4,14715,169.34,2
151245,02158402,34.1,0,17.7,32.2,100,14.1,13.4,14715,169.34,2
151263,00180400,51.8,0,37.3,56.7,100,5.8,13.4,18520,213.13,1
151290,00180500,18.5,0,37.3,56.7,100,11.2,13.4,17500,201.39,1
151306,00180800,34.3,0,37.3,56.7,100,8.6,13.4,11866,136.55,1
151324,00180700,41.9,0,37.3,56.7,100,10.2,13.4,12802,147.33,1
151333,00181400,20.2,0,37.3,56.7,100,9,13.4,10500,120.83,1
151342,00181600,22.2,0,37.3,56.7,100,8.7,13.4,11577,133.23,1
151351,00180900,72,0,37.3,56.7,100,3.4,13.4,20822,239.62,1
151360,00181500,23.1,0,37.3,56.7,100,10.4,13.4,12794,147.23,1
151379,00181700,26.5,0,37.3,56.7,100,8.5,13.4,12000,138.1,1
151388,00181100,18.8,0,37.3,56.7,100,14.4,13.4,12863,148.03,1
151458,00457900,70.4,0,17.7,32.2,100,13.4,13.4,16316,187.77,2
151467,00457901,69.4,0,17.7,32.2,100,13.4,13.4,16316,187.77,2
151494,00732958,21.7,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
151500,00732993,24.7,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
151519,00732900,16.4,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
151537,02302700,-2,0,62.5,77.6,100,5.7,13.4,14643,168.51,5
151564,02351300,58.8,0,62.5,77.6,100,21.4,13.4,7013,80.71,5
151607,01040900,85.7,0,62.5,77.6,100,0,13.4,,,5
151616,04051311,47.1,0,24.1,50.1,100,26.3,13.4,12668,145.78,3
151625,04051312,26.7,0,17.7,32.2,100,26.3,13.4,12668,145.78,2
151652,02345200,72.7,0,62.5,77.6,100,7.6,13.4,9833,113.16,5
151661,00793800,-2,0,24.1,50.1,100,33.9,13.4,15406,177.29,3
151777,00182000,51.1,0,37.3,56.7,100,10,13.4,18500,212.9,1
151786,00182100,57.8,0,37.3,56.7,100,4.3,13.4,20000,230.16,1
151801,00182200,69.5,0,37.3,56.7,100,6.6,13.4,19594,225.49,1
151810,02140800,8.3,0,37.3,56.7,100,18.7,13.4,7765,89.36,1
151829,02308900,71.6,0,62.5,77.6,100,8.1,13.4,15450,177.8,5
151865,00182300,-2,0,0,0,0,0,13.4,,,4
151874,00961300,39.5,0,62.5,77.6,100,16.6,13.4,5955,68.53,5
151944,04051321,37.8,0,17.7,32.2,100,26.3,13.4,12668,145.78,2
151962,01061800,46.2,0,17.7,32.2,100,22.2,13.4,12000,138.1,2
152044,02491000,66,0,62.5,77.6,100,0,13.4,,,5
152080,00184000,95.9,0,37.3,56.7,100,1,13.4,21000,241.67,1
152099,00182400,59.3,0,17.7,32.2,100,6.6,13.4,11125,128.03,2
152150,02304800,68.4,0,62.5,77.6,100,5.8,13.4,14709,169.27,5
152220,00977700,-2,0,24.1,50.1,100,17.3,13.4,9303,107.06,3
152248,00182700,27.7,0,37.3,56.7,100,9.9,13.4,15500,178.37,1
152266,00182600,17.1,0,37.3,56.7,100,10.6,13.4,12317,141.74,1
152275,02084800,57,0,62.5,77.6,100,6.4,13.4,8000,92.06,5
152309,02339600,73,0,62.5,77.6,100,19.2,13.4,4820,55.47,5
152318,00183000,76.7,0,37.3,56.7,100,2.3,13.4,25000,287.7,1
152327,00967302,60.5,0,62.5,77.6,100,10.1,13.4,6500,74.8,5
152336,00183200,54.1,0,37.3,56.7,100,9,13.4,20000,230.16,1
152363,00183300,57.5,0,37.3,56.7,100,8.9,13.4,17198,197.92,1
152381,00183500,56.6,0,37.3,56.7,100,9.5,13.4,17669,203.34,1
152390,00183600,78.8,0,37.3,56.7,100,1.4,13.4,25000,287.7,1
152415,02201802,-2,0,24.1,50.1,100,21.5,13.4,9500,109.33,3
152424,02201800,-2,0,24.1,50.1,100,21.5,13.4,9500,109.33,3
152451,00727600,-2,0,0,0,0,0,13.4,,,4
152497,00625700,5,0,62.5,77.6,100,4.7,13.4,31250,359.63,5
152530,00183800,80.4,0,37.3,56.7,100,4.7,13.4,21825,251.16,1
152567,00183900,43.5,0,37.3,56.7,100,9.6,13.4,20000,230.16,1
152600,00184200,70.8,0,37.3,56.7,100,3.6,13.4,23000,264.68,1
152628,01015100,36.4,0,62.5,77.6,100,0,13.4,5500,63.29,5
152637,00184300,22.5,0,17.7,32.2,100,21.5,13.4,10629,122.32,2
152673,00184400,74.7,0,37.3,56.7,100,7.3,13.4,19462,223.97,1
152798,03069100,50,0,37.3,56.7,100,1.4,13.4,20250,233.04,1
152822,00396300,-2,0,37.3,56.7,100,9,13.4,17738,204.13,1
152992,00184600,44.6,0,37.3,56.7,100,8.1,13.4,18000,207.14,1
153001,00184700,54.9,0,37.3,56.7,100,5.2,13.4,17422,200.49,1
153074,00758800,72.5,0,62.5,77.6,100,7.7,13.4,7730,88.96,5
153083,02090300,57.1,0,62.5,77.6,100,9.2,13.4,8292,95.42,5
153092,00765600,66.7,0,62.5,77.6,100,30,13.4,13229,152.24,5
153108,00185000,63.4,0,37.3,56.7,100,4.8,13.4,24500,281.95,1
153126,00185200,60.1,0,37.3,56.7,100,6.3,13.4,20500,235.91,1
153144,00185400,69.3,0,37.3,56.7,100,4.1,13.4,25216,290.19,1
153162,00185600,69.9,0,37.3,56.7,100,3.7,13.4,22490,258.82,1
153171,02330900,62.5,0,62.5,77.6,100,7.6,13.4,8500,97.82,5
153214,00712000,41.7,0,17.7,32.2,100,15.4,13.4,7500,86.31,2
153241,00185800,16.7,0,37.3,56.7,100,0,13.4,6500,74.8,1
153250,00185900,59.9,0,37.3,56.7,100,3,13.4,19000,218.65,1
153269,00186000,74.7,0,37.3,56.7,100,2.8,13.4,22997,264.65,1
153278,00189100,41.3,0,37.3,56.7,100,15.4,13.4,18544,213.4,1
153296,00186200,33.7,0,17.7,32.2,100,19.6,13.4,6225,71.64,2
153302,02328900,98.7,0,24.1,50.1,100,6.1,13.4,8750,100.7,3
153311,00407500,26.2,0,17.7,32.2,100,15,13.4,7661,88.16,2
153320,00712100,34.4,0,37.3,56.7,100,2,13.4,11972,137.77,1
153339,02262500,81.3,0,62.5,77.6,100,0,13.4,10186,117.22,5
153366,00186600,50.6,0,37.3,56.7,100,5.7,13.4,21061,242.37,1
153375,00186700,40.7,0,37.3,56.7,100,6.9,13.4,16000,184.13,1
153384,00186800,87.8,0,37.3,56.7,100,1.6,13.4,10230,117.73,1
153409,00458606,60.8,0,17.7,32.2,100,25.9,13.4,15834,182.22,2
153418,00458604,45.1,0,17.7,32.2,100,25.9,13.4,15834,182.22,2
153427,01206400,78.5,0,24.1,50.1,100,21.6,13.4,9500,109.33,3
153445,00459500,37.2,0,17.7,32.2,100,14.1,13.4,9437,108.6,2
153463,02289000,50,0,62.5,77.6,100,14.2,13.4,10421,119.93,5
153472,00840300,26.7,0,17.7,32.2,100,18.2,13.4,9812,112.92,2
153524,00186500,38.9,0,17.7,32.2,100,19.5,13.4,7575,87.17,2
153533,00186400,36.4,0,17.7,32.2,100,16.1,13.4,8000,92.06,2
153542,00626700,100,0,62.5,77.6,100,0,13.4,12000,138.1,5
153588,00765800,65.9,0,62.5,77.6,100,26.3,13.4,13417,154.4,5
153597,00826000,62.1,0,62.5,77.6,100,7.8,13.4,7227,83.17,5
153603,00186900,67.5,0,37.3,56.7,100,4,13.4,21750,250.3,1
