unitdid,opeid,Graduation_Rate,GR_Group_Low,GR_Group_LowToMedium,GR_Group_MediumToHigh,GR_Group_High,School_CDR,National_Average_CDR,Median_Total_Borrowing,Median_Monthly_Payment,Institution_Group
100654,00100200,31.7,0,37.3,56.7,100,14.3,13.4,20500,235.91,1
100663,00105200,44.6,0,37.3,56.7,100,5.9,13.4,18750,215.78,1
100690,02503400,0,0,37.3,56.7,100,10.7,13.4,18834,216.74,1
100706,00105500,45.4,0,37.3,56.7,100,6.7,13.4,16595,190.98,1
100724,00100500,26.2,0,37.3,56.7,100,21,13.4,18628,214.37,1
100751,00105100,65.8,0,37.3,56.7,100,5.6,13.4,20250,233.04,1
100760,00100700,23.5,0,17.7,32.2,100,30.6,13.4,8000,92.06,2
100812,00100800,-2,0,37.3,56.7,100,6.4,13.4,13889,159.84,1
100830,00831000,33.3,0,37.3,56.7,100,12.4,13.4,9773,112.47,1
100858,00100900,66.3,0,37.3,56.7,100,6.8,13.4,19000,218.65,1
100937,00101200,61.7,0,37.3,56.7,100,7.2,13.4,20000,230.16,1
101028,01218200,16.1,0,17.7,32.2,100,28.5,13.4,4250,48.91,2
101073,01055400,3.4,0,37.3,56.7,100,41.6,13.4,5500,63.29,1
101116,01303906,10.9,0,17.7,32.2,100,21.5,13.4,9098,104.7,2
101143,00101500,37.7,0,17.7,32.2,100,18.6,13.4,4500,51.79,2
101161,00106000,14.9,0,17.7,32.2,100,20,13.4,5250,60.42,2
101189,00100300,32.7,0,37.3,56.7,100,16.4,13.4,18657,214.71,1
101240,00101700,17.4,0,17.7,32.2,100,0,13.4,,,2
101277,04187200,70.8,0,62.5,77.6,100,,13.4,,,5
101286,00101800,18.9,0,17.7,32.2,100,0,13.4,,,2
101295,00787100,20.7,0,17.7,32.2,100,25.5,13.4,7000,80.56,2
101301,00569900,27.2,0,17.7,32.2,100,0,13.4,,,2
101365,00962107,11.4,0,17.7,32.2,100,13.1,13.4,11399,131.18,2
101435,00101900,51.9,0,37.3,56.7,100,11,13.4,19500,224.41,1
101453,02199700,0,0,37.3,56.7,100,26,13.4,9375,107.89,1
101462,00526000,20.6,0,24.1,50.1,100,0,13.4,,,3
101480,00102000,31.5,0,37.3,56.7,100,13.4,13.4,15125,174.06,1
101499,00102100,30.1,0,17.7,32.2,100,0,13.4,,,2
101505,00102200,11.9,0,17.7,32.2,100,11.1,13.4,3500,40.28,2
101514,00101300,11.4,0,17.7,32.2,100,18.9,13.4,5066,58.3,2
101541,00102300,38,0,37.3,56.7,100,5.4,13.4,12365,142.3,1
101569,00105900,16.7,0,24.1,50.1,100,0,13.4,,,3
101587,00102400,28,0,37.3,56.7,100,11.7,13.4,11779,135.55,1
101602,00898800,26.2,0,17.7,32.2,100,0,13.4,,,2
101648,00102600,31.2,0,17.7,32.2,100,25,13.4,5500,63.29,2
101675,00102800,19.5,0,37.3,56.7,100,21.7,13.4,15576,179.25,1
101693,00102900,43,0,37.3,56.7,100,7,13.4,20000,230.16,1
101709,00100400,43.4,0,37.3,56.7,100,14.3,13.4,15750,181.25,1
101736,00569700,11.7,0,17.7,32.2,100,27.1,13.4,5500,63.29,2
101879,00101600,27.4,0,37.3,56.7,100,14,13.4,11761,135.35,1
101897,00103100,24.2,0,17.7,32.2,100,25,13.4,4000,46.03,2
101912,00103300,35,0,37.3,56.7,100,19.7,13.4,21000,241.67,1
101949,00103400,23.2,0,17.7,32.2,100,0,13.4,,,2
101958,02296000,25,0,17.7,32.2,100,19.4,13.4,7328,84.33,2
101994,00569200,21.4,0,24.1,50.1,100,0,13.4,,,3
102030,00103000,13.9,0,17.7,32.2,100,0,13.4,1308,15.05,2
102049,00103600,70.2,0,37.3,56.7,100,1.1,13.4,24500,281.95,1
102058,04067300,21.4,0,37.3,56.7,100,0,13.4,5000,57.54,1
102067,00569100,8.9,0,17.7,32.2,100,0,13.4,,,2
102076,00103800,30.2,0,17.7,32.2,100,0,13.4,,,2
102094,00105700,38.5,0,37.3,56.7,100,8,13.4,12698,146.13,1
102234,00104100,60.9,0,37.3,56.7,100,7.1,13.4,20000,230.16,1
102261,02270400,17.6,0,37.3,56.7,100,11.4,13.4,20182,232.26,1
102270,00104400,34.5,0,37.3,56.7,100,11.2,13.4,16000,184.13,1
102298,00104600,20,0,37.3,56.7,100,27.6,13.4,14250,163.99,1
102313,00573400,34.8,0,24.1,50.1,100,0,13.4,,,3
102368,00104700,34.7,0,37.3,56.7,100,15.1,13.4,15968,183.76,1
102377,00105000,43,0,37.3,56.7,100,13.1,13.4,23879,274.8,1
102395,02170600,-2,0,37.3,56.7,100,2.9,13.4,16379,188.49,1
102429,00573305,17.3,0,17.7,32.2,100,0,13.4,,,2
102553,01146200,25.3,0,37.3,56.7,100,9.4,13.4,12004,138.14,1
102580,00884300,50,0,37.3,56.7,100,0,13.4,,,1
102614,00106300,30.8,0,37.3,56.7,100,11.6,13.4,11000,126.59,1
102632,00106500,21.3,0,24.1,50.1,100,11.3,13.4,9906,114,3
102669,00106100,46.2,0,37.3,56.7,100,6.4,13.4,22375,257.49,1
102711,03160300,76.5,0,62.5,77.6,100,7.6,13.4,5500,63.29,5
102845,02576900,93.8,0,24.1,50.1,100,17.5,13.4,13000,149.6,3
103361,01146205,8,0,17.7,32.2,100,9.4,13.4,12004,138.14,2
103501,02541000,-2,0,24.1,50.1,100,19.2,13.4,6775,77.97,3
103644,02295000,41.2,0,17.7,32.2,100,29.6,13.4,9500,109.33,2
103723,02160305,40.9,0,37.3,56.7,100,28.6,13.4,21000,241.67,1
103732,01293700,71.4,0,62.5,77.6,100,21.1,13.4,14960,172.16,5
103741,00886500,52.1,0,62.5,77.6,100,14.8,13.4,10556,121.48,5
103778,00107000,-2,0,24.1,50.1,100,2.2,13.4,,,3
103787,02199900,62.5,0,17.7,32.2,100,28.5,13.4,5500,63.29,2
103811,02317800,64.5,0,62.5,77.6,100,24.4,13.4,4893,56.31,5
103893,02100600,-2,0,24.1,50.1,100,23.5,13.4,9500,109.33,3
103909,02100611,-2,0,24.1,50.1,100,23.5,13.4,9500,109.33,3
103927,02100607,-2,0,24.1,50.1,100,23.5,13.4,9500,109.33,3
103945,03120300,60.7,0,17.7,32.2,100,40.2,13.4,19627,225.87,2
103954,00886400,54.7,0,62.5,77.6,100,16.1,13.4,5900,67.9,5
103963,01084700,86.8,0,62.5,77.6,100,27.1,13.4,14167,163.03,5
104090,02218800,-2,0,24.1,50.1,100,14.1,13.4,9500,109.33,3
104151,00108100,57.5,0,37.3,56.7,100,5.9,13.4,18759,215.88,1
104160,00107100,15.9,0,24.1,50.1,100,28.1,13.4,4642,53.42,3
104179,00108300,61.4,0,37.3,56.7,100,6,13.4,15511,178.5,1
104188,02491500,70.5,0,37.3,56.7,100,15.7,13.4,21002,241.69,1
104294,02561900,80.5,0,62.5,77.6,100,16.9,13.4,14050,161.69,5
104346,00728300,28.7,0,24.1,50.1,100,23.5,13.4,5522,63.55,3
104364,04051325,22.2,0,17.7,32.2,100,26.3,13.4,12668,145.78,2
104391,02280500,63.6,0,62.5,77.6,100,20,13.4,5297,60.96,5
104425,00107200,14.9,0,24.1,50.1,100,24.2,13.4,5500,63.29,3
104434,01180800,44.8,0,62.5,77.6,100,16.5,13.4,14083,162.07,5
104443,01180801,54.9,0,62.5,77.6,100,16.5,13.4,14083,162.07,5
104504,02582700,97.1,0,62.5,77.6,100,17.3,13.4,9500,109.33,5
104531,01072702,31.8,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
104568,01085800,77.8,0,62.5,77.6,100,22,13.4,8008,92.16,5
104577,00107300,24.5,0,24.1,50.1,100,0,13.4,,,3
104586,00147902,56.7,0,37.3,56.7,100,6.1,13.4,20487,235.77,1
104665,02533200,-2,0,37.3,56.7,100,0,13.4,,,1
104708,00107600,15.5,0,24.1,50.1,100,19.6,13.4,4500,51.79,3
104717,00107400,30.8,0,37.3,56.7,100,15.1,13.4,9500,109.33,1
104805,02263100,-2,0,24.1,50.1,100,8.8,13.4,8055,92.7,3
104911,01218400,72.1,0,62.5,77.6,100,13.8,13.4,7879,90.67,5
104984,02521500,-2,0,24.1,50.1,100,22.6,13.4,8949,102.99,3
105118,02071200,-2,0,24.1,50.1,100,17.9,13.4,9500,109.33,3
105127,02192300,85.4,0,62.5,77.6,100,,13.4,5480,63.06,5
105145,00830300,20.3,0,24.1,50.1,100,16.6,13.4,8605,99.03,3
105154,00107700,12.7,0,17.7,32.2,100,20.5,13.4,6000,69.05,2
105163,00732990,29.7,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
105172,00732911,28.3,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
105206,01186400,20.6,0,24.1,50.1,100,36.5,13.4,9000,103.57,3
105215,02100500,71.2,0,62.5,77.6,100,16,13.4,19989,230.03,5
105297,00824600,10.2,0,17.7,32.2,100,0,13.4,,,2
105330,00108200,51.8,0,37.3,56.7,100,7.4,13.4,16626,191.33,1
105349,01186200,19,0,24.1,50.1,100,0,13.4,,,3
105367,00193701,-2,0,37.3,56.7,100,10.4,13.4,17924,206.27,1
105428,00107800,18.8,0,24.1,50.1,100,20.3,13.4,7000,80.56,3
105482,02623800,62.5,0,62.5,77.6,100,14.4,13.4,9196,105.83,5
105516,02098800,16.7,0,37.3,56.7,100,26.4,13.4,11750,135.22,1
105525,00726600,11.9,0,24.1,50.1,100,23.4,13.4,6836,78.67,3
105534,02217100,-2,0,24.1,50.1,100,14.2,13.4,9500,109.33,3
105543,02217103,-2,0,24.1,50.1,100,14.2,13.4,9500,109.33,3
105589,02065300,29.3,0,37.3,56.7,100,9.3,13.4,21545,247.94,1
105659,01168900,-2,0,24.1,50.1,100,20.4,13.4,10943,125.93,3
105668,02177500,26.7,0,24.1,50.1,100,22.8,13.4,5250,60.42,3
105677,02113800,96.4,0,62.5,77.6,100,11.1,13.4,7315,84.18,5
105701,03005000,88.9,0,62.5,77.6,100,36.3,13.4,7499,86.3,5
105747,00830400,16.8,0,17.7,32.2,100,19.8,13.4,5250,60.42,2
105792,02146600,16.2,0,17.7,32.2,100,20.6,13.4,5500,63.29,2
105899,00711300,31.3,0,37.3,56.7,100,10,13.4,13472,155.04,1
105987,00446700,69.6,0,62.5,77.6,100,23.1,13.4,8878,102.17,5
106041,00822100,-2,0,17.7,32.2,100,14.3,13.4,20000,230.16,2
106102,02171500,2.4,0,37.3,56.7,100,13.7,13.4,12000,138.1,1
106111,02220300,34.3,0,62.5,77.6,100,24.4,13.4,9500,109.33,5
106148,00107900,18.6,0,17.7,32.2,100,21.6,13.4,5657,65.1,2
106245,00110100,21.2,0,37.3,56.7,100,14.7,13.4,13880,159.73,1
106263,00110900,-2,0,37.3,56.7,100,3.2,13.4,14125,162.55,1
106281,03065100,63.2,0,62.5,77.6,100,10.3,13.4,12023,138.36,5
106306,00108700,4.2,0,37.3,56.7,100,32.4,13.4,9500,109.33,1
106315,03005100,58.3,0,62.5,77.6,100,10,13.4,10068,115.86,5
106324,03997300,65,0,62.5,77.6,100,14.2,13.4,6085,70.03,5
106342,00108800,49.5,0,37.3,56.7,100,7.2,13.4,11000,126.59,1
106351,03023400,78.9,0,62.5,77.6,100,23.3,13.4,11577,133.23,5
106360,02363500,66.7,0,62.5,77.6,100,21.4,13.4,4750,54.66,5
106397,00110800,59,0,37.3,56.7,100,7,13.4,17077,196.52,1
106412,00108600,23,0,37.3,56.7,100,29.8,13.4,12392,142.61,1
106449,00109100,34.6,0,24.1,50.1,100,22.7,13.4,5459,62.82,3
106458,00109000,38,0,37.3,56.7,100,19.3,13.4,14000,161.11,1
106467,00108900,42.8,0,37.3,56.7,100,18.5,13.4,10250,117.96,1
106485,00108500,28,0,24.1,50.1,100,28.1,13.4,7352,84.61,3
106494,02538500,57.7,0,62.5,77.6,100,33.3,13.4,5050,58.12,5
106546,03105200,37.3,0,62.5,77.6,100,12.2,13.4,13000,149.6,5
106625,02052200,29.9,0,17.7,32.2,100,26.6,13.4,7000,80.56,2
106704,00109200,40.1,0,17.7,32.2,100,12.7,13.4,15000,172.62,2
106713,00109300,35,0,37.3,56.7,100,15.3,13.4,11725,134.93,1
106795,02220900,23.1,0,24.1,50.1,100,0,13.4,,,3
106810,00109500,30.2,0,17.7,32.2,100,32,13.4,9567,110.1,2
106829,00704400,48.7,0,62.5,77.6,100,0,13.4,,,5
106883,01226000,19.8,0,24.1,50.1,100,17.7,13.4,2285,26.3,3
106892,02272400,50.2,0,62.5,77.6,100,30.9,13.4,3500,40.28,5
106908,03124900,54.9,0,62.5,77.6,100,25.8,13.4,8500,97.82,5
106980,01210500,18.7,0,17.7,32.2,100,31.8,13.4,9500,109.33,2
106999,02073500,28.6,0,24.1,50.1,100,31.6,13.4,8914,102.58,3
107044,00109700,63.2,0,37.3,56.7,100,4,13.4,22405,257.84,1
107071,00109800,30.8,0,37.3,56.7,100,17.7,13.4,10500,120.83,1
107080,00109900,72.9,0,37.3,56.7,100,6.6,13.4,24000,276.19,1
107099,03007100,90.9,0,62.5,77.6,100,12.5,13.4,3000,34.52,5
107123,02330800,72.7,0,62.5,77.6,100,15,13.4,12090,139.13,5
107141,00110000,65.6,0,37.3,56.7,100,3.1,13.4,22000,253.18,1
107211,02525800,62.7,0,62.5,77.6,100,15.7,13.4,9833,113.16,5
107220,02341700,67.6,0,62.5,77.6,100,0,13.4,9500,109.33,5
107275,02287400,76.5,0,62.5,77.6,100,0,13.4,,,5
107293,01074100,83.1,0,62.5,77.6,100,14.2,13.4,6666,76.71,5
107318,02348200,14,0,17.7,32.2,100,0,13.4,,,2
107327,01286000,24.2,0,17.7,32.2,100,23.6,13.4,5500,63.29,2
107363,03254300,47.8,0,62.5,77.6,100,0,13.4,5337,61.42,5
107442,02284200,65.1,0,62.5,77.6,100,21.4,13.4,9500,109.33,5
107460,01226100,15.3,0,24.1,50.1,100,24.9,13.4,9500,109.33,3
107488,02073700,64.9,0,62.5,77.6,100,0,13.4,,,5
107512,00110200,62.7,0,37.3,56.7,100,7.6,13.4,15000,172.62,1
107521,00997600,29.4,0,24.1,50.1,100,17.9,13.4,5750,66.17,3
107549,02087000,35.3,0,24.1,50.1,100,35,13.4,10125,116.52,3
107558,00109400,46.4,0,37.3,56.7,100,17.1,13.4,9612,110.62,1
107585,00524500,20.9,0,24.1,50.1,100,18.8,13.4,5975,68.76,3
107600,00110300,31.1,0,37.3,56.7,100,21.1,13.4,19116,219.99,1
107619,00110400,16.9,0,24.1,50.1,100,23.2,13.4,4500,51.79,3
107637,00570700,13.6,0,24.1,50.1,100,22.4,13.4,4662,53.65,3
107655,02202400,68.1,0,62.5,77.6,100,0,13.4,7186,82.7,5
107664,02075300,17.4,0,24.1,50.1,100,24.8,13.4,13459,154.89,3
107725,00573200,27.7,0,24.1,50.1,100,21.7,13.4,3500,40.28,3
107743,02111100,19.2,0,24.1,50.1,100,0,13.4,,,3
107789,00792100,82.4,0,62.5,77.6,100,30,13.4,6024,69.32,5
107831,02569600,57.4,0,62.5,77.6,100,38.2,13.4,5500,63.29,5
107877,00110600,35.2,0,37.3,56.7,100,7.6,13.4,12751,146.74,1
107974,02074600,9.7,0,24.1,50.1,100,17.1,13.4,7500,86.31,3
107983,00110700,33.7,0,37.3,56.7,100,17.4,13.4,10501,120.85,1
107992,00773800,39.2,0,24.1,50.1,100,21.4,13.4,6376,73.38,3
108065,03214300,85.7,0,62.5,77.6,100,,13.4,,,5
108092,00111000,22.9,0,37.3,56.7,100,18.8,13.4,9500,109.33,1
108232,00753100,34.5,0,37.3,56.7,100,11.1,13.4,17500,201.39,1
108250,00732971,37.1,0,17.7,32.2,100,34.1,13.4,16500,189.88,2
108269,03288300,-3,0,0,0,0,9.3,13.4,,,4
108348,02342400,75.5,0,62.5,77.6,100,21.3,13.4,7700,88.61,5
108649,02258600,76.9,0,62.5,77.6,100,8.5,13.4,9197,105.84,5
108667,00672000,19.7,0,17.7,32.2,100,20,13.4,6000,69.05,2
108807,00111100,26.5,0,17.7,32.2,100,35.9,13.4,6011,69.17,2
108852,00746501,65.9,0,24.1,50.1,100,19.6,13.4,24000,276.19,3
108861,00112000,-3,0,0,0,0,0,13.4,,,4
108870,02222000,-3,0,0,0,0,6.5,13.4,,,4
108977,01307400,65,0,62.5,77.6,100,0,13.4,,,5
109040,02241800,-2,0,24.1,50.1,100,13,13.4,9500,109.33,3
109086,02099200,-2,0,24.1,50.1,100,0,13.4,,,3
109208,00123200,22.2,0,17.7,32.2,100,27.5,13.4,8000,92.06,2
109332,01112100,58,0,62.5,77.6,100,33.8,13.4,9500,109.33,5
109350,00111300,21.3,0,17.7,32.2,100,33.2,13.4,9000,103.57,2
109651,00111600,54.4,0,37.3,56.7,100,7.7,13.4,34400,395.88,1
109721,00902200,66.6,0,62.5,77.6,100,3.5,13.4,3506,40.35,5
109730,02553500,66.7,0,62.5,77.6,100,20.2,13.4,3500,40.28,5
109785,00111700,63.4,0,37.3,56.7,100,2.7,13.4,23000,264.68,1
109819,00111800,19.1,0,17.7,32.2,100,26.6,13.4,6855,78.89,2
109891,02180600,73.3,0,62.5,77.6,100,50,13.4,8665,99.72,5
109907,00111900,20.9,0,17.7,32.2,100,0,13.4,,,2
109934,00705000,84.4,0,62.5,77.6,100,24,13.4,12788,147.16,5
110060,03266300,34.2,0,37.3,56.7,100,0,13.4,11988,137.96,1
110097,00112200,71.2,0,37.3,56.7,100,2.8,13.4,20500,235.91,1
110185,00112300,45,0,37.3,56.7,100,16.1,13.4,38750,445.94,1
110194,02543400,85.5,0,62.5,77.6,100,15.4,13.4,6669,76.75,5
110219,00716400,9.9,0,17.7,32.2,100,13.3,13.4,12666,145.76,2
110246,00807300,25.7,0,24.1,50.1,100,32.1,13.4,8294,95.45,3
110307,02237200,-2,0,0,0,0,4.6,13.4,,,4
110316,01215400,-2,0,37.3,56.7,100,5.4,13.4,18750,215.78,1
110334,00112400,24.7,0,17.7,32.2,100,17.4,13.4,7000,80.56,2
110361,00112500,55.2,0,37.3,56.7,100,8.1,13.4,22051,253.76,1
110370,00112701,48.6,0,37.3,56.7,100,4.8,13.4,31250,359.63,1
110398,00394700,-3,0,0,0,0,2,13.4,,,4
110404,00113100,86.7,0,37.3,56.7,100,0,13.4,17750,204.27,1
110413,00113300,63.9,0,37.3,56.7,100,2.8,13.4,20000,230.16,1
110422,00114300,74.6,0,37.3,56.7,100,2.8,13.4,20397,234.73,1
110468,01111700,-2,0,37.3,56.7,100,5.3,13.4,2000,23.02,1
110486,00799300,41.4,0,37.3,56.7,100,6.4,13.4,12500,143.85,1
110495,00115700,49.1,0,37.3,56.7,100,7.5,13.4,13750,158.24,1
110510,00114200,44.6,0,37.3,56.7,100,6.6,13.4,17000,195.64,1
110529,00114400,50.3,0,37.3,56.7,100,4.4,13.4,14747,169.71,1
110538,00114600,59,0,37.3,56.7,100,5.8,13.4,14200,163.41,1
110547,00114100,24.4,0,37.3,56.7,100,6.3,13.4,11000,126.59,1
110556,00114700,49.4,0,37.3,56.7,100,7.9,13.4,13804,158.86,1
110565,00113700,50.1,0,37.3,56.7,100,6.2,13.4,12500,143.85,1
110574,00113800,43.3,0,37.3,56.7,100,7.9,13.4,14102,162.29,1
110583,00113900,54,0,37.3,56.7,100,4.7,13.4,13500,155.36,1
110592,00114000,36.5,0,37.3,56.7,100,5.2,13.4,11000,126.59,1
110608,00115300,46.1,0,37.3,56.7,100,8.5,13.4,12250,140.97,1
110617,00115000,41.6,0,37.3,56.7,100,7.2,13.4,15000,172.62,1
110635,00131200,90.5,0,37.3,56.7,100,2.6,13.4,17249,198.5,1
110644,00131300,81.7,0,37.3,56.7,100,3,13.4,14500,166.87,1
110653,00131400,84.6,0,37.3,56.7,100,2.7,13.4,18132,208.66,1
110662,00131500,90,0,37.3,56.7,100,3.4,13.4,16495,189.83,1
110671,00131600,66.8,0,37.3,56.7,100,4.7,13.4,17152,197.39,1
110680,00131700,85.3,0,37.3,56.7,100,3,13.4,17725,203.98,1
110699,00131900,-3,0,0,0,0,1,13.4,4750,54.66,4
110705,00132000,79.8,0,37.3,56.7,100,2.6,13.4,18000,207.14,1
110714,00132100,73.4,0,37.3,56.7,100,3.7,13.4,19000,218.65,1
110778,02267600,-3,0,0,0,0,3.4,13.4,,,4
110875,02065700,54.3,0,62.5,77.6,100,0,13.4,5010,57.66,5
110918,00884400,0,0,37.3,56.7,100,20,13.4,4625,53.22,1
110945,02110800,52.9,0,17.7,32.2,100,28.4,13.4,19308,222.2,2
111009,02220200,57,0,24.1,50.1,100,19.8,13.4,11250,129.47,3
111054,01186500,76.3,0,62.5,77.6,100,12.7,13.4,5900,67.9,5
111081,00113200,65.2,0,37.3,56.7,100,6.9,13.4,28487,327.83,1
111188,00113400,62.3,0,37.3,56.7,100,10.6,13.4,28764,331.02,1
111391,01310300,-2,0,0,0,0,1.8,13.4,,,4
111434,00697300,13.3,0,24.1,50.1,100,50,13.4,7530,86.66,3
111461,00890300,25.7,0,17.7,32.2,100,12.4,13.4,6500,74.8,2
111513,02125000,71.7,0,62.5,77.6,100,24.2,13.4,6332,72.87,5
111638,00673100,-2,0,24.1,50.1,100,12,13.4,15989,184,3
111708,02332809,82.8,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
111717,02332800,82.2,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
111726,02332810,91.4,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
111744,02332814,83.6,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
111762,02332819,81.1,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
111771,02332808,80.6,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
111799,02332813,78.9,0,62.5,77.6,100,24.5,13.4,4175,48.05,5
111887,00116100,20.5,0,17.7,32.2,100,18.6,13.4,4500,51.79,2
111896,01011100,19.2,0,17.7,32.2,100,17.8,13.4,4625,53.22,2
111920,00116200,23.9,0,17.7,32.2,100,26.8,13.4,5750,66.17,2
111939,00116300,18.2,0,17.7,32.2,100,23.8,13.4,5500,63.29,2
111948,00116400,71.9,0,37.3,56.7,100,3.5,13.4,15409,177.33,1
111966,01036500,0,0,37.3,56.7,100,7.5,13.4,20000,230.16,1
112075,02070500,50.5,0,37.3,56.7,100,4.5,13.4,18452,212.35,1
112084,01203100,30.8,0,37.3,56.7,100,9,13.4,13850,159.39,1
112127,00116500,-2,0,0,0,0,0,13.4,,,4
112172,00116600,25,0,17.7,32.2,100,15.9,13.4,7152,82.31,2
112190,00450200,25.7,0,24.1,50.1,100,20.3,13.4,7624,87.74,3
112251,00116900,-3,0,0,0,0,6.1,13.4,,,4
112260,00117000,91.1,0,37.3,56.7,100,0,13.4,15500,178.37,1
112288,02497300,71.3,0,62.5,77.6,100,29.7,13.4,9500,109.33,5
112367,02309500,63.9,0,62.5,77.6,100,0,13.4,,,5
112385,02063500,27.1,0,17.7,32.2,100,19.3,13.4,5250,60.42,2
112394,00117700,42.9,0,37.3,56.7,100,9.4,13.4,19720,226.94,1
112446,00729600,65.7,0,24.1,50.1,100,17.2,13.4,17718,203.9,3
112455,03577300,60,0,62.5,77.6,100,11.3,13.4,12752,146.75,5
112525,02482700,-3,0,0,0,0,0.6,13.4,10424,119.96,4
112561,00770700,16.3,0,17.7,32.2,100,0,13.4,,,2
112570,02110200,0,0,37.3,56.7,100,17.6,13.4,32916,378.8,1
112686,00119701,9.4,0,17.7,32.2,100,19.4,13.4,5500,63.29,2
112783,00722900,57,0,62.5,77.6,100,13,13.4,5283,60.8,5
112826,00119000,19.1,0,17.7,32.2,100,16,13.4,4500,51.79,2
113096,00753600,19.5,0,17.7,32.2,100,19.1,13.4,6956,80.05,2
113111,00927200,19.2,0,24.1,50.1,100,23,13.4,1750,20.14,3
113193,00119200,31.1,0,17.7,32.2,100,11.6,13.4,6166,70.96,2
113218,02111300,24.3,0,17.7,32.2,100,31.7,13.4,4750,54.66,2
113227,02174600,61.4,0,62.5,77.6,100,,13.4,,,5
113236,00119300,28.2,0,17.7,32.2,100,20.3,13.4,7500,86.31,2
113333,00448000,59.7,0,17.7,32.2,100,17,13.4,6500,74.8,2
113397,03467300,58.6,0,62.5,77.6,100,8.1,13.4,8002,92.09,5
113449,03964400,77.9,0,62.5,77.6,100,4.7,13.4,5376,61.87,5
113537,03025600,-2,0,24.1,50.1,100,10,13.4,9500,109.33,3
113573,00118200,19.3,0,17.7,32.2,100,25.3,13.4,4825,55.53,2
113582,02298000,61.5,0,37.3,56.7,100,8.8,13.4,41000,471.83,1
113607,01072706,31.2,0,37.3,56.7,100,24.1,13.4,19750,227.28,1
113634,00119100,34.9,0,24.1,50.1,100,8.4,13.4,4500,51.79,3
113698,00119600,55.5,0,37.3,56.7,100,6,13.4,24031,276.55,1
113704,00129600,-2,0,0,0,0,16.6,13.4,,,4
113856,02226000,29.1,0,24.1,50.1,100,12.4,13.4,7500,86.31,3
113908,02086400,57.7,0,62.5,77.6,100,8.7,13.4,8125,93.5,5
113953,02241600,-2,0,62.5,77.6,100,0,13.4,,,5
113980,00119700,24.5,0,17.7,32.2,100,19.4,13.4,5500,63.29,2
114044,02091200,84,0,62.5,77.6,100,21.1,13.4,7917,91.11,5
114062,01265100,63.5,0,62.5,77.6,100,,13.4,,,5
114071,01265000,76.1,0,62.5,77.6,100,6.8,13.4,7048,81.11,5
114080,02221300,61.2,0,62.5,77.6,100,10.1,13.4,8202,94.39,5
114114,02609000,-3,0,0,0,0,6.5,13.4,,,4
114123,00903200,-2,0,24.1,50.1,100,33.3,13.4,14500,166.87,3
114266,01245200,23.1,0,17.7,32.2,100,14.4,13.4,6625,76.24,2
114354,01111200,53.8,0,17.7,32.2,100,10.4,13.4,24675,283.96,2
114372,02234300,51.4,0,17.7,32.2,100,32.2,13.4,12423,142.96,2
114390,01111202,-2,0,17.7,32.2,100,10.4,13.4,24675,283.96,2
114433,00859700,22.9,0,17.7,32.2,100,23.4,13.4,7000,80.56,2
114460,00725300,74.3,0,62.5,77.6,100,5,13.4,7828,90.08,5
114549,02096100,-3,0,0,0,0,6.4,13.4,,,4
114585,03131300,-3,0,0,0,0,4.1,13.4,10500,120.83,4
114628,01298500,76,0,62.5,77.6,100,,13.4,,,5
114716,00119900,53.4,0,17.7,32.2,100,15.6,13.4,7000,80.56,2
114734,01179200,-3,0,0,0,0,8.3,13.4,,,4
114761,02230900,61.3,0,62.5,77.6,100,0,13.4,,,5
114789,00130700,14.4,0,17.7,32.2,100,29.6,13.4,3500,40.28,2
114813,00125300,50,0,37.3,56.7,100,7.1,13.4,18313,210.75,1
114840,00120000,-3,0,0,0,0,2.4,13.4,,,4
114859,00120100,23.4,0,17.7,32.2,100,22.2,13.4,5045,58.06,2
114895,01202700,76.6,0,62.5,77.6,100,29.4,13.4,8173,94.06,5
114938,00120200,19,0,17.7,32.2,100,36,13.4,7734,89,2
114947,02231900,99.2,0,62.5,77.6,100,3.6,13.4,9750,112.2,5
115001,00120300,28.3,0,17.7,32.2,100,15,13.4,5818,66.95,2
115010,02338500,83.3,0,62.5,77.6,100,19.8,13.4,6928,79.73,5
115083,00120500,-2,0,37.3,56.7,100,5.6,13.4,16080,185.05,1
115126,00120600,27.6,0,17.7,32.2,100,16,13.4,5062,58.25,2
115214,00120700,-3,0,0,0,0,5,13.4,,,4
115296,00120800,26.6,0,17.7,32.2,100,19.8,13.4,3500,40.28,2
115357,02211000,65.3,0,62.5,77.6,100,12.1,13.4,8168,94,5
115393,00120900,23.3,0,17.7,32.2,100,17.6,13.4,4500,51.79,2
115409,00117100,84.1,0,37.3,56.7,100,0,13.4,23082,265.63,1
115454,00747700,52.5,0,17.7,32.2,100,10.9,13.4,11042,127.07,2
115472,00809300,38.8,0,17.7,32.2,100,14.6,13.4,9500,109.33,2
